time,pdu_id,upf_id,cpu_allocated,observed_latency,required_cpu,required_max_latency,status,event
140.27,106,4.0,79.51922033898305,0.59,79.51922033898305,0.59,SATISFIED,REBALANCE
140.27,107,4.0,50.850829710144936,0.69,50.850829710144936,0.69,SATISFIED,REBALANCE
140.27,108,4.0,41.69173529411765,0.68,41.69173529411765,0.68,SATISFIED,REBALANCE
140.27,109,4.0,33.841536184210526,0.76,33.841536184210526,0.76,SATISFIED,REBALANCE
140.47,109,4.0,33.841536184210526,0.76,,0.76,SATISFIED,TERMINATE
140.47,42,4.0,42.813435294117646,0.85,42.813435294117646,0.85,SATISFIED,REBALANCE
140.47,105,4.0,48.17709876543209,0.81,48.17709876543209,0.81,SATISFIED,REBALANCE
140.47,106,4.0,79.51922033898305,0.59,79.51922033898305,0.59,SATISFIED,REBALANCE
140.47,107,4.0,50.850829710144936,0.69,50.850829710144936,0.69,SATISFIED,REBALANCE
140.47,108,4.0,41.69173529411765,0.68,41.69173529411765,0.68,SATISFIED,REBALANCE
143.07,84,0.0,57.374620689655174,0.87,,0.87,SATISFIED,TERMINATE
143.07,22,0.0,30.48658132530121,0.83,30.48658132530121,0.83,SATISFIED,REBALANCE
143.07,27,0.0,75.4910909090909,0.66,75.4910909090909,0.66,SATISFIED,REBALANCE
143.07,28,0.0,28.55842021276596,0.94,28.55842021276596,0.94,SATISFIED,REBALANCE
143.07,74,0.0,78.17120634920636,0.63,78.17120634920636,0.63,SATISFIED,REBALANCE
143.07,79,0.0,46.13793840579711,0.69,46.13793840579711,0.69,SATISFIED,REBALANCE
143.07,80,0.0,40.62982692307693,0.65,40.62982692307693,0.65,SATISFIED,REBALANCE
143.07,85,0.0,53.26820890410959,0.73,53.26820890410959,0.73,SATISFIED,REBALANCE
143.07,86,0.0,88.44937,0.5,88.44937,0.5,SATISFIED,REBALANCE
143.81,95,3.0,58.04516319444445,0.72,,0.72,SATISFIED,TERMINATE
143.81,38,3.0,63.746731707317075,0.41,63.746731707317075,0.41,SATISFIED,REBALANCE
143.81,70,3.0,92.00352314814815,0.54,92.00352314814815,0.54,SATISFIED,REBALANCE
143.81,71,3.0,59.917546875000006,0.48,59.917546875000006,0.48,SATISFIED,REBALANCE
144.25,100,2.0,61.30272983870967,0.62,,0.62,SATISFIED,TERMINATE
144.25,66,2.0,46.66154910714285,0.56,46.66154910714285,0.56,SATISFIED,REBALANCE
144.25,99,2.0,59.699042857142864,0.7,59.699042857142864,0.7,SATISFIED,REBALANCE
144.25,102,2.0,49.355957792207796,0.77,49.355957792207796,0.77,SATISFIED,REBALANCE
148.71,106,4.0,79.51922033898305,0.59,,0.59,SATISFIED,TERMINATE
148.71,42,4.0,42.813435294117646,0.85,42.813435294117646,0.85,SATISFIED,REBALANCE
148.71,105,4.0,48.17709876543209,0.81,48.17709876543209,0.81,SATISFIED,REBALANCE
148.71,107,4.0,50.850829710144936,0.69,50.850829710144936,0.69,SATISFIED,REBALANCE
148.71,108,4.0,41.69173529411765,0.68,41.69173529411765,0.68,SATISFIED,REBALANCE
150.23,99,2.0,74.4601929383117,0.5612304823682279,,0.7,SATISFIED,TERMINATE
150.23,66,2.0,46.66154910714285,0.56,46.66154910714285,0.56,SATISFIED,REBALANCE
150.23,102,2.0,49.355957792207796,0.77,49.355957792207796,0.77,SATISFIED,REBALANCE
151.8,108,4.0,45.80846052816457,0.6188896040845827,,0.68,SATISFIED,TERMINATE
151.8,42,4.0,42.813435294117646,0.85,42.813435294117646,0.85,SATISFIED,REBALANCE
151.8,105,4.0,48.17709876543209,0.81,48.17709876543209,0.81,SATISFIED,REBALANCE
151.8,107,4.0,50.850829710144936,0.69,50.850829710144936,0.69,SATISFIED,REBALANCE
153.27,38,3.0,63.746731707317075,0.41,,0.41,SATISFIED,TERMINATE
153.27,70,3.0,92.00352314814815,0.54,92.00352314814815,0.54,SATISFIED,REBALANCE
153.27,71,3.0,59.917546875000006,0.48,59.917546875000006,0.48,SATISFIED,REBALANCE
154.79,102,2.0,101.34720434253248,0.37498900681615344,,0.77,SATISFIED,TERMINATE
154.79,66,2.0,46.66154910714285,0.56,46.66154910714285,0.56,SATISFIED,REBALANCE
155.23,74,0.0,78.17120634920636,0.63,,0.63,SATISFIED,TERMINATE
155.23,22,0.0,30.48658132530121,0.83,30.48658132530121,0.83,SATISFIED,REBALANCE
155.23,27,0.0,75.4910909090909,0.66,75.4910909090909,0.66,SATISFIED,REBALANCE
155.23,28,0.0,28.55842021276596,0.94,28.55842021276596,0.94,SATISFIED,REBALANCE
155.23,79,0.0,46.13793840579711,0.69,46.13793840579711,0.69,SATISFIED,REBALANCE
155.23,80,0.0,40.62982692307693,0.65,40.62982692307693,0.65,SATISFIED,REBALANCE
155.23,85,0.0,53.26820890410959,0.73,53.26820890410959,0.73,SATISFIED,REBALANCE
155.23,86,0.0,88.44937,0.5,88.44937,0.5,SATISFIED,REBALANCE
156.09,87,1.0,126.60917459130782,0.38400963166327984,,0.57,SATISFIED,TERMINATE
156.09,91,1.0,32.07839204545455,0.8799999999999999,32.07839204545455,0.88,SATISFIED,REBALANCE
162.49,22,0.0,30.48658132530121,0.83,,0.83,SATISFIED,TERMINATE
162.49,27,0.0,75.4910909090909,0.66,75.4910909090909,0.66,SATISFIED,REBALANCE
162.49,28,0.0,28.55842021276596,0.94,28.55842021276596,0.94,SATISFIED,REBALANCE
162.49,79,0.0,46.13793840579711,0.69,46.13793840579711,0.69,SATISFIED,REBALANCE
162.49,80,0.0,40.62982692307693,0.65,40.62982692307693,0.65,SATISFIED,REBALANCE
162.49,85,0.0,53.26820890410959,0.73,53.26820890410959,0.73,SATISFIED,REBALANCE
162.49,86,0.0,88.44937,0.5,88.44937,0.5,SATISFIED,REBALANCE
164.61,105,4.0,67.56331084220054,0.577583447488865,,0.81,SATISFIED,TERMINATE
164.61,42,4.0,42.813435294117646,0.85,42.813435294117646,0.85,SATISFIED,REBALANCE
164.61,107,4.0,50.850829710144936,0.69,50.850829710144936,0.69,SATISFIED,REBALANCE
173.26,71,3.0,83.95701186342592,0.3425612925193788,,0.48,SATISFIED,TERMINATE
173.26,70,3.0,92.00352314814815,0.54,92.00352314814815,0.54,SATISFIED,REBALANCE
187.33,28,0.0,28.55842021276596,0.94,,0.94,SATISFIED,TERMINATE
187.33,27,0.0,75.4910909090909,0.66,75.4910909090909,0.66,SATISFIED,REBALANCE
187.33,79,0.0,46.13793840579711,0.69,46.13793840579711,0.69,SATISFIED,REBALANCE
187.33,80,0.0,40.62982692307693,0.65,40.62982692307693,0.65,SATISFIED,REBALANCE
187.33,85,0.0,53.26820890410959,0.73,53.26820890410959,0.73,SATISFIED,REBALANCE
187.33,86,0.0,88.44937,0.5,88.44937,0.5,SATISFIED,REBALANCE
188.16,86,0.0,88.44937,0.5,,0.5,SATISFIED,TERMINATE
188.16,27,0.0,75.4910909090909,0.66,75.4910909090909,0.66,SATISFIED,REBALANCE
188.16,79,0.0,46.13793840579711,0.69,46.13793840579711,0.69,SATISFIED,REBALANCE
188.16,80,0.0,40.62982692307693,0.65,40.62982692307693,0.65,SATISFIED,REBALANCE
188.16,85,0.0,53.26820890410959,0.73,53.26820890410959,0.73,SATISFIED,REBALANCE
188.54,79,0.0,46.13793840579711,0.69,,0.69,SATISFIED,TERMINATE
188.54,27,0.0,75.4910909090909,0.66,75.4910909090909,0.66,SATISFIED,REBALANCE
188.54,80,0.0,40.62982692307693,0.65,40.62982692307693,0.65,SATISFIED,REBALANCE
188.54,85,0.0,53.26820890410959,0.73,53.26820890410959,0.73,SATISFIED,REBALANCE
190.25,80,0.0,50.83345134431778,0.5195277283282885,,0.65,SATISFIED,TERMINATE
190.25,27,0.0,75.4910909090909,0.66,75.4910909090909,0.66,SATISFIED,REBALANCE
190.25,85,0.0,53.26820890410959,0.73,53.26820890410959,0.73,SATISFIED,REBALANCE
191.4,107,4.0,104.01869720801365,0.33731505432945263,,0.69,SATISFIED,TERMINATE
191.4,42,4.0,42.813435294117646,0.85,42.813435294117646,0.85,SATISFIED,REBALANCE
192.42,85,0.0,88.88855899750934,0.43746678918587917,,0.73,SATISFIED,TERMINATE
192.42,27,0.0,75.4910909090909,0.66,75.4910909090909,0.66,SATISFIED,REBALANCE
196.17,70,3.0,200.0,0.24840951249999998,,0.54,SATISFIED,TERMINATE
198.69,66,2.0,200.0,0.1306523375,,0.56,SATISFIED,TERMINATE
198.79,91,1.0,200.0,0.141144925,,0.88,SATISFIED,TERMINATE
200.9,27,0.0,200.0,0.2491206,,0.66,SATISFIED,TERMINATE
248.57,42,4.0,200.0,0.18195709999999998,,0.85,SATISFIED,TERMINATE
